il1_db,il2_db,xt1_db,xt2_db,il_avg_db,xt_avg_db,n1,n2
2.3053484834839715,1.7876666437958242,-5.14836683505982,-4.632504250437548,2.046507563639898,-4.890435542748683,21,21
