wavelength_nm,flux,flux_db
1381830311.1165018,0.6467737,-1.8924766
1381252311.1803539,0.6473779,-1.8884212
1380674794.5803134,0.64732605,-1.8887691
1380097760.71037,0.6466346,-1.8934107
1379521208.9655256,0.64538455,-1.9018143
1378945138.741792,0.64364225,-1.9135545
1378369549.4361904,0.64140487,-1.9286776
1377794440.4467478,0.6386242,-1.9475462
1377219811.1724956,0.6352926,-1.970262
1376645661.0134673,0.63146216,-1.9965267
1376071989.370697,0.62719107,-2.0260015
1375498795.6462157,0.622498,-2.0586207
1374926079.2430513,0.6173874,-2.0944223
1374353839.5652251,0.6119281,-2.132996
1373782076.0177503,0.60628104,-2.1732602
1373210788.0066292,0.60068524,-2.2135303
1372639974.9388533,0.59549916,-2.2511885
1372069636.2223976,0.59133005,-2.2817006
1371499771.266222,0.58909315,-2.2981603
1370930379.4802678,0.58974445,-2.2933614
1370361460.2754555,0.59365547,-2.264655
1369793013.063683,0.60004795,-2.2181406
1369225037.2578242,0.6070088,-2.16805
1368657532.2717252,0.6122797,-2.1305013
1368090497.5202045,0.61438394,-2.1156015
1367523932.4190497,0.61326134,-2.123544
1366957836.385016,0.6100131,-2.1466084
1366392208.8358228,0.60601944,-2.1751344
1365827049.1901548,0.6021776,-2.2027538
1365262356.867656,0.5987596,-2.2274752
1364698131.2889314,0.595788,-2.2490826
1364134371.8755426,0.59339017,-2.2665966
1363571078.0500066,0.591787,-2.278346
1363008249.2357943,0.5910496,-2.2837605
1362445884.8573272,0.5909757,-2.2843037
1361883984.339978,0.59126604,-2.2821708
1361322547.1100647,0.5917783,-2.2784097
1360761572.594853,0.59257025,-2.2726016
1360201060.222551,0.5937023,-2.2643125
1359641009.422309,0.59505767,-2.2544096
1359081419.6242168,0.5963919,-2.2446826
1358522290.2593026,0.59754616,-2.2362854
1357963620.7595298,0.5985632,-2.2289
1357405410.5577962,0.5995647,-2.2216396
1356847659.0879314,0.6005457,-2.2145393
1356290365.7846959,0.6013414,-2.2087886
1355733530.0837777,0.6017931,-2.2055278
1355177151.421791,0.6019114,-2.2046742
1354621229.2362754,0.6018396,-2.2051926
1354065762.9656923,0.6016569,-2.206511
1353510752.0494237,0.6012707,-2.2092998
1352956195.9277709,0.6005224,-2.2147079
1352402094.0419521,0.5993779,-2.222993
1351848445.8340998,0.5979715,-2.233195
1351295250.74726,0.5964408,-2.2443266
1350742508.2253904,0.59476614,-2.2565377
1350190217.7133577,0.5928001,-2.2709174
1349638378.6569366,0.59045696,-2.2881176
1349086990.5028064,0.58783567,-2.3074408
1348536052.6985517,0.5851108,-2.327619
1347985564.692658,0.5823379,-2.3482492
1347435525.9345117,0.57939786,-2.3702312
1346885935.874397,0.5761581,-2.3945832
1346336793.963495,0.57265526,-2.4210675
1345788099.6538808,0.56907755,-2.4482856
1345239852.3985238,0.56555414,-2.475258
1344692051.651283,0.56201714,-2.5025043
1344144696.8669071,0.55830055,-2.5313191
1343597787.5010319,0.5543667,-2.5620284
1343051323.0101798,0.5503778,-2.593391
1342505302.8517556,0.5465298,-2.6238613
1341959726.4840477,0.5428312,-2.653352
1341414593.3662233,0.53910947,-2.6832304
1340869902.9583292,0.5352424,-2.7144952
1340325654.7212875,0.53133184,-2.7463415
1339781848.1168964,0.5276172,-2.7768106
1339238482.6078267,0.52419966,-2.8050327
1338695557.6576207,0.5209387,-2.8321338
1338153072.7306898,0.517633,-2.8597803
1337611027.2923136,0.5142914,-2.8879073
1337069420.808638,0.51115173,-2.9145017
1336528252.7466726,0.5084237,-2.9377422
1335987522.5742898,0.5060368,-2.9581788
1335447229.7602232,0.50373703,-2.9779613
1334907373.7740645,0.501402,-2.9981394
1334367954.086264,0.4992258,-3.0170298
1333828970.168126,0.49750867,-3.0319934
1333290421.4918106,0.4963038,-3.042524
1332752307.5303283,0.49534452,-3.0509262
1332214627.757541,0.49436036,-3.0595636
1331677381.6481588,0.49342605,-3.0677793
1331140568.6777396,0.49290335,-3.0723822
1330604188.3226852,0.49301594,-3.0713904
1330068240.0602427,0.49355674,-3.0666292
1329532723.3684998,0.4941025,-3.0618296
1328997637.7263846,0.49452004,-3.0581613
1328462982.613664,0.4951518,-3.0526164
1327928757.5109422,0.49641922,-3.0415142
1327394961.8996575,0.49827892,-3.0252748
1326861595.2620819,0.50017816,-3.0087528
1326328657.0813203,0.501637,-2.9961047
1325796146.841306,0.50279015,-2.9861326
1325264064.0268018,0.5041784,-2.9741576
1324732408.1233976,0.5059621,-2.9588203
1324201178.6175072,0.50741035,-2.9464068
1323670374.9963691,0.50733876,-2.9470196
1323139996.748043,0.50504816,-2.9666722
1322610043.361409,0.5006022,-3.0050726
1322080514.3261654,0.4939478,-3.0631895
1321551409.1328278,0.48379543,-3.1533823
1321022727.272727,0.46783,-3.2991192
1320494468.2380075,0.44471756,-3.5191572
1319966631.5216255,0.4164171,-3.8047144
1319439216.6173482,0.38842052,-4.1069784
1318912223.0197504,0.367135,-4.3517423
1318385650.2242153,0.35603955,-4.485018
1317859497.7269309,0.3535931,-4.514962
1317333765.0248897,0.3545338,-4.5034237
1316808451.615886,0.35348147,-4.5163336
1316283556.9985151,0.34797958,-4.584462
1315759080.6721718,0.3389131,-4.699116
1315235022.1370478,0.3286333,-4.832884
1314711380.8941307,0.31880048,-4.9648104
1314188156.445203,0.30968502,-5.0907984
1313665348.2928402,0.30090603,-5.2156916
1313142955.9404085,0.2923918,-5.340348
1312620978.8920639,0.284546,-5.458475
1312099416.65275,0.27771434,-5.564017
1311578268.7281978,0.2718037,-5.6574464
1311057534.624923,0.26647663,-5.7434087
1310537213.8502243,0.26162124,-5.82327
1310017305.9121826,0.25747162,-5.8927064
1309497810.3196588,0.2543044,-5.9464607
1308978726.582293,0.25210172,-5.984242
1308460054.2105021,0.25058737,-6.0104084
1307941792.715479,0.24953829,-6.0286283
1307423941.60919,0.24896604,-6.038599
1306906500.404375,0.24895225,-6.0388393
1306389468.6145446,0.24939245,-6.031167
1305872845.753979,0.24997975,-6.0209517
1305356631.3377256,0.2504388,-6.012984
1304840824.8815992,0.25069907,-6.0084724
1304325425.90218,0.2507807,-6.0070586
1303810433.9168103,0.25055215,-6.0110188
1303295848.4435952,0.2496647,-6.026429
1302781669.0014007,0.24773404,-6.060143
1302267895.109851,0.24447533,-6.1176496
1301754526.289328,0.23958194,-6.205459
1301241562.06097,0.23253895,-6.335043
1300729001.946669,0.22283095,-6.520245
1300216845.469071,0.21064228,-6.764545
1299705092.1515725,0.19748226,-7.0447187
1299193741.5183203,0.18600512,-7.3047514
1298682793.0942109,0.17884879,-7.47514
1298172246.4048862,0.1772486,-7.514172
1297662100.9767349,0.18047011,-7.435947
1297152356.3368895,0.1864937,-7.2933583
1296643012.0132253,0.19330393,-7.1375933
1296134067.5343587,0.19979006,-6.9942613
1295625522.429646,0.20571075,-6.86743
1295117376.2291818,0.21110648,-6.7549844
1294609628.463798,0.21587004,-6.6580763
1294102278.665061,0.21982487,-6.5792317
1293595326.3652725,0.22300936,-6.516769
1293088771.0974655,0.2257236,-6.4642305
1292582612.395405,0.22826841,-6.4155416
1292076849.7935853,0.2306898,-6.3697157
1291571482.8272293,0.23283294,-6.3295555
1291066511.0322866,0.23462142,-6.296324
1290561933.9454322,0.23620819,-6.2670507
1290057751.1040652,0.23783937,-6.2371626
1289553962.0463073,0.23960163,-6.205102
1289050566.3110015,0.24136564,-6.1732454
1288547563.43771,0.24298157,-6.1442666
1288044952.9667149,0.2444785,-6.117594
1287542734.4390132,0.24604122,-6.089921
1287040907.3963194,0.24779221,-6.059123
1286539471.3810608,0.24965532,-6.026592
1286038425.9363782,0.251453,-5.9954314
1285537770.6061237,0.2531207,-5.9667234
1285037504.9348598,0.25477254,-5.9384737
1284537628.467857,0.25654897,-5.9082975
1284038140.7510931,0.2584412,-5.876383
1283539041.3312526,0.2602892,-5.845439
1283040329.7557237,0.26196593,-5.8175516
1282542005.5725985,0.2635136,-5.79197
1282044068.3306699,0.26507607,-5.7662945
1281546517.579432,0.26671296,-5.739559
1281049352.8690784,0.2683177,-5.7135067
1280552573.7504988,0.26973802,-5.6905785
1280056179.775281,0.27094674,-5.6711607
1279560170.4957068,0.2720641,-5.653288
1279064545.464752,0.27320555,-5.6351047
1278569304.236085,0.2743361,-5.6171703
1278074446.3640645,0.27531117,-5.601762
1277579971.40374,0.276042,-5.590248
1277085878.9108477,0.27659738,-5.5815196
1276592168.4418123,0.27711248,-5.573439
1276098839.5537434,0.27762365,-5.5654354
1275605891.804435,0.27802014,-5.5592375
1275113324.7523644,0.27816594,-5.5569606
1274621137.9566903,0.2780511,-5.5587535
1274129330.977252,0.27778617,-5.562894
1273637903.3745675,0.277455,-5.5680747
1273146854.709833,0.27699232,-5.5753226
1272656184.5449214,0.27624023,-5.5871305
1272165892.4423797,0.2751105,-5.604928
1271675977.9654298,0.27366772,-5.6277647
1271186440.677966,0.2720446,-5.653599
1270697280.1445532,0.27030048,-5.681532
1270208495.9304268,0.26841596,-5.711917
1269720087.6014912,0.2664599,-5.743681
1269232054.7243173,0.26477575,-5.771218
1268744396.866143,0.26397836,-5.7843165
1268257113.59487,0.26472998,-5.771969
1267770204.4790654,0.26745367,-5.7275147
1267283669.0879562,0.2721571,-5.651803
1266797506.9914324,0.27844322,-5.5526333
1266311717.7600427,0.28564286,-5.4417663
1265826300.9649947,0.292973,-5.3317237
1265341256.1781528,0.29971963,-5.232848
1264856582.9720383,0.3054064,-5.151219
1264372280.9198258,0.30988106,-5.08805
1263888349.595345,0.3132728,-5.0407734
1263404788.5730762,0.31581357,-5.0056925
1262921597.4281518,0.31765258,-4.9804764
1262438775.7363534,0.31880695,-4.964722
1261956323.074111,0.31925896,-4.958569
1261474239.0185027,0.31906262,-4.961241
1260992523.1472514,0.31833676,-4.9711323
1260511175.0387251,0.31716308,-4.9871736
1260030194.2719364,0.3155071,-5.0099087
1259549580.4265387,0.3132664,-5.040862
1259069333.082827,0.31038305,-5.08102
1258589451.8217368,0.30690277,-5.1299915
1258109936.2248418,0.30291432,-5.186802
1257630785.8743527,0.29844928,-5.251295
1257152000.353117,0.29346192,-5.3244824
1256673579.244617,0.2879189,-5.407298
1256195522.1329687,0.2818861,-5.4992633
1255717828.602921,0.27552688,-5.59836
1255240498.2398536,0.2689944,-5.7025676
1254763530.6297772,0.26237553,-5.8107667
1254286925.359331,0.25572458,-5.922275
1253810682.0157819,0.24914928,-6.0354037
1253334800.1870236,0.24284697,-6.146673
1252859279.4615755,0.23703367,-6.2518997
1252384119.428581,0.2318592,-6.3477564
1251909319.6778057,0.22739178,-6.4322524
1251434879.7996387,0.22369197,-6.503496
1250960799.3850884,0.2208792,-6.5584517
1250487078.0257835,0.21909514,-6.5936728
1250013715.313971,0.21842799,-6.6069174
1249540710.8425145,0.21886513,-6.598234
1249068064.204894,0.22034134,-6.5690403
1248595774.995205,0.22281611,-6.520534
1248123842.8081553,0.22628982,-6.4533496
1247652267.2390661,0.23073593,-6.3688474
1247181047.8838701,0.23604313,-6.2700863
1246710184.3391092,0.24203257,-6.1612616
1246239676.201936,0.24853307,-6.046158
1245769523.0701096,0.25543642,-5.9271717
1245299724.5419962,0.26266512,-5.805976
1244830280.2165682,0.27010325,-5.684702
1244361189.6934016,0.2775797,-5.566123
1243892452.5726764,0.28493348,-5.452565
1243424068.4551744,0.29208165,-5.3449574
1242956036.9422789,0.29901326,-5.243096
1242488357.635973,0.30572927,-5.14663
1242021030.138838,0.3121854,-5.055874
1241554054.054054,0.31832045,-4.9713545
1241087428.9853969,0.32411596,-4.892996
1240621154.5372376,0.3296305,-4.819726
1240155230.3145428,0.33494216,-4.750302
1239689655.9228709,0.34007904,-4.6842012
1239224430.9683735,0.34501818,-4.62158
1238759555.0577924,0.349737,-4.5625844
1238295027.7984598,0.35426837,-4.506676
1237830848.7982962,0.35867572,-4.45298
1237367017.6658103,0.3629922,-4.4010267
1236903534.010097,0.36718583,-4.351141
1236440397.440837,0.37119788,-4.303945
1235977607.5682948,0.375016,-4.259502
1235515164.0033183,0.37867814,-4.2172976
1235053066.3573387,0.38222483,-4.176811
1234591314.2423666,0.3856444,-4.1381297
1234129907.270994,0.38889012,-4.101731
1233668845.0563908,0.3919471,-4.0677257
1233208127.2123055,0.3948721,-4.0354357
1232747753.353063,0.39776102,-4.003778
1232287723.093564,0.40068656,-3.9719522
1231828036.049284,0.403673,-3.939703
1231368691.8362713,0.40675557,-3.9066648
1230909690.071148,0.4100325,-3.871817
1230451030.3711061,0.41365847,-3.833581
1229992712.3539097,0.41776615,-3.7906673
1229534735.6378903,0.42242062,-3.742549
1229077099.841949,0.42763597,-3.6892579
1228619804.5855532,0.43343198,-3.6307905
1228162849.488737,0.4398629,-3.5668266
1227706234.1720996,0.4469559,-3.4973536
1227249958.2568042,0.4546378,-3.4233446
1226794021.364576,0.46273118,-3.3467124
1226338423.1177037,0.4710205,-3.269602
1225883163.1390355,0.47933075,-3.193647
1225428241.0519803,0.4875219,-3.1200588
1224973656.4805057,0.49545267,-3.0499783
1224519409.0491364,0.5029531,-2.984725
1224065498.3829548,0.50987333,-2.925377
1223611924.1075983,0.51615655,-2.8721855
1223158685.849259,0.5218434,-2.8245983
1222705783.2346833,0.5270024,-2.7818742
1222253215.8911693,0.531648,-2.7437582
1221800983.4465673,0.5357494,-2.7103832
1221349085.5292778,0.53928727,-2.6817985
1220897521.768252,0.5423131,-2.657499
